id,name,expansion_id,expansion,points,criteria_count,criteria
8339,Collect Your Deck (Season 2),-1,Unknown (-1),0,12,[1] Grandpa Grumplefloot | [2] Ty'thar | [3] Master Boom Boom | [4] Razorgrin | [5] Splat | [6] Mecha-Bruce | [7] Dippy & Doopy | [8] Blingtron 3000 | [9] Ro-Shambo | [10] The Bear and the Lady Fair | [11] Mingus Diggs | [12] Blind Hero
8340,Deck Your Collection (Season 1),-1,Unknown (-1),0,0,
8342,Collect Your Deck (Season 2),-1,Unknown (-1),0,12,[1] Grandpa Grumplefloot | [2] Ty'thar | [3] Master Boom Boom | [4] Razorgrin | [5] Splat | [6] Mecha-Bruce | [7] Dippy & Doopy | [8] Blingtron 3000 | [9] Ro-Shambo | [10] The Bear and the Lady Fair | [11] Mingus Diggs | [12] Blind Hero
8343,Deck Your Collection (Season 1),-1,Unknown (-1),0,0,
8450,Prideful Conquest,-1,Unknown (-1),0,0,
8451,Prideful Conquest,-1,Unknown (-1),0,0,
8518,Master of the Masters,-1,Unknown (-1),0,13,"[1] Blingtron 4000 | [2] Wrathion | [3] Lorewalker Cho | [4] Chen Stormstout | [5] Wise Mari | [6] Shademaster Kiryn | [7] Sully ""The Pickle"" McLeary | [8] Taran Zhu | [9] Dr. Ion Goldbloom | [10] Xu-Fu, Cub of Xuen | [11] Chi-Chi, Hatchling of Chi-Ji | [12] Zao, Calfling of Niuzao | [13] Yu'la, Broodling of Yu'lon"
7932,"I'm In Your Base, Killing Your Dudes",-1,Unknown (-1),0,3,[1] Champion of Arms slain | [2] Champion of the Shadows slain | [3] Champion of the Light slain
7525,Taming Cataclysm,-1,Unknown (-1),0,4,[1] Brok | [2] Bordin Steadyfist | [3] Goz Banefury | [4] Obalis
8115,Speed Metal,-1,Unknown (-1),0,0,
8116,You Made Me Bleed My Own Blood,-1,Unknown (-1),0,0,
8117,For the Ward!,-1,Unknown (-1),0,0,
8118,Boop,-1,Unknown (-1),0,0,
8119,Our Powers Combined,-1,Unknown (-1),0,2,[1] All four blessings active | [2] No blessings active
8120,Direhorn in a China Shop,-1,Unknown (-1),0,0,
8121,Stormbreaker,-1,Unknown (-1),0,17,"[1] Isle of Thunder | [2] It Was Worth Every Ritual Stone | [3] Thunder Plunder | [4] The Crumble Bundle | [5] Ready for RAAAAIIIIDDD?!?ing | [6] When in Ihgaluk, Do as the Skumblade Do | [7] These Mogu Have Gotta Go-gu | [8] This Isn't Even My Final Form | [9] Blue Response | [10] Platform Hero | [11] The Saurok Are Revolting | [12] You Made Me Bleed My Own Blood | [13] For the Ward! | [14] Boop | [15] Our Powers Combined | [16] Direhorn in a China Shop | [17] Zandalari Library Card"
8205,Operation: Shieldwall,-1,Unknown (-1),0,0,
8206,Dominance Offensive,-1,Unknown (-1),0,0,
8208,Kirin Tor Offensive,-1,Unknown (-1),0,0,
8209,Sunreaver Onslaught,-1,Unknown (-1),0,0,
8210,Shado-Pan Assault,-1,Unknown (-1),0,0,
8345,Hearthstoned,-1,Unknown (-1),0,0,
8348,The Longest Day,-1,Unknown (-1),0,9,[1] Outland Dailies | [2] Grand Master Lydia Accoste | [3] Grand Master Trixxy | [4] Northrend Dailies | [5] Cataclysm Dailies | [6] Pandaria Dailies | [7] Pandaren Spirit Dailies | [8] Beasts of Fable Dailies | [9] Azeroth Dailies- Horde/Alliance
8358,Deepwind Gorge All-Star,-1,Unknown (-1),0,4,[1] Assault 1 mine | [2] Defend 1 mine | [3] Capture 1 mine cart | [4] Return 1 mine cart
8243,Hero of the Alliance: Malevolent,-1,Unknown (-1),0,0,
8244,Hero of the Horde: Malevolent,-1,Unknown (-1),0,0,
8448,Gamon Will Save Us!,-1,Unknown (-1),0,0,
6676,Heroic: Sha of Fear Guild Run,-1,Unknown (-1),0,0,
6675,Heroic: Will of the Emperor Guild Run,-1,Unknown (-1),0,0,
8359,Capping Spree,-1,Unknown (-1),0,0,
8360,Master of Deepwind Gorge,-1,Unknown (-1),0,9,[1] Deepwind Gorge Victory | [2] Deepwind Gorge Veteran | [3] Deepwind Gorge Perfection | [4] Mine! Mine! Mine! | [5] Other People's Property | [6] Puddle Jumper | [7] Weighed down | [8] Capping Spree | [9] Deepwind All-Star
8366,Heroic: Battle on the High Seas,-1,Unknown (-1),0,0,
8056,Heroic: Jin'rokh the Breaker,-1,Unknown (-1),0,0,
8057,Heroic: Horridon,-1,Unknown (-1),0,0,
8058,Heroic: Council of Elders,-1,Unknown (-1),0,0,
8059,Heroic: Tortos,-1,Unknown (-1),0,0,
8060,Heroic: Megaera,-1,Unknown (-1),0,0,
8061,Heroic: Ji-Kun,-1,Unknown (-1),0,0,
8062,Heroic: Durumu the Forgotten,-1,Unknown (-1),0,0,
8063,Heroic: Primordius,-1,Unknown (-1),0,0,
8064,Heroic: Dark Animus,-1,Unknown (-1),0,0,
8065,Heroic: Iron Qon,-1,Unknown (-1),0,0,
8066,Heroic: Twin Empyreans,-1,Unknown (-1),0,0,
8067,Heroic: Lei Shen,-1,Unknown (-1),0,0,
8068,Heroic: Ra-den,-1,Unknown (-1),0,0,
8069,Last Stand of the Zandalari,-1,Unknown (-1),0,3,[1] Jin'rokh the Breaker | [2] Horridon | [3] Council of Elders
8070,Forgotten Depths,-1,Unknown (-1),0,3,[1] Tortos | [2] Megaera | [3] Ji-Kun
8071,Halls of Flesh-Shaping,-1,Unknown (-1),0,3,[1] Durumu the Forgotten | [2] Primordius | [3] Dark Animus
8072,Pinnacle of Storms,-1,Unknown (-1),0,3,[1] Iron Qon | [2] Twin Empyreans | [3] Lei Shen
7269,Stay Off the Grass,-1,Unknown (-1),0,0,
6891,Stormstout Brewery: Gold,-1,Unknown (-1),0,0,
6904,Shado-Pan Monastery: Gold,-1,Unknown (-1),0,0,
8218,Tyrannical Conquest,-1,Unknown (-1),0,0,
8224,Collector: Praying Mantids,-1,Unknown (-1),0,1,
8225,Collector: Praying Mantids,-1,Unknown (-1),0,1,
8226,Collector: Inert Sound Beacons,-1,Unknown (-1),0,1,
8227,Collector: Inert Sound Beacons,-1,Unknown (-1),0,1,
8228,Collector: Remains of Paragons,-1,Unknown (-1),0,1,
8327,Heroic: The Secrets of Ragefire,-1,Unknown (-1),0,0,
8229,Collector: Remains of Paragons,-1,Unknown (-1),0,1,
8230,Collector: Mantid Lamps,-1,Unknown (-1),0,1,
8231,Collector: Mantid Lamps,-1,Unknown (-1),0,1,
8232,Collector: Pollen Collectors,-1,Unknown (-1),0,1,
8233,Collector: Pollen Collectors,-1,Unknown (-1),0,1,
8234,Collector: Kypari Sap Containers,-1,Unknown (-1),0,1,
7937,You Are Not Your $#*@! Legplates (Season 1),-1,Unknown (-1),0,0,
7939,The Second Rule of Brawler's Guild (Season 1),-1,Unknown (-1),0,0,
7940,The Second Rule of Brawler's Guild (Season 1),-1,Unknown (-1),0,0,
7941,Brawlin' and Shot Callin' (Season 1),-1,Unknown (-1),0,0,
7942,Brawlin' and Shot Callin' (Season 1),-1,Unknown (-1),0,0,
7943,I'm Your Number One Fan (Season 2),-1,Unknown (-1),0,0,
7944,Bottle Service (Season 2),-1,Unknown (-1),0,0,
7945,Haters Gonna Hate (Season 2),-1,Unknown (-1),0,0,
7946,Now You're Just Showing Off (Season 1),-1,Unknown (-1),0,0,
7947,The First Rule of Brawler's Guild (Season 1 or 2),-1,Unknown (-1),0,0,
7948,The First Rule of Brawler's Guild (Season 1 or 2),-1,Unknown (-1),0,0,
7949,Rabble Rabble Rabble (Season 2),-1,Unknown (-1),0,0,
7950,Rabble Rabble Rabble (Season 2),-1,Unknown (-1),0,0,
8009,Dagger in the Dark,-1,Unknown (-1),0,0,
8010,Lion's Landing,-1,Unknown (-1),0,0,
8011,Number Five Is Alive,-1,Unknown (-1),0,0,
8012,"Waste Not, Want Not",-1,Unknown (-1),0,7,[1] Lever-Action Boomstick | [2] Reaver Bomb | [3] Rocket Launcher | [4] Armor Power-Up | [5] Berserk Power-Up | [6] Restoration Power-Up | [7] Speed Power-Up
8013,Domination Point,-1,Unknown (-1),0,0,
8014,Number Five Is Alive,-1,Unknown (-1),0,0,
8015,"Waste Not, Want Not",-1,Unknown (-1),0,7,[1] Lever-Action Boomstick | [2] Reaver Bomb | [3] Rocket Launcher | [4] Armor Power-Up | [5] Berserk Power-Up | [6] Restoration Power-Up | [7] Speed Power-Up
8089,I Thought He Was Supposed to Be Hard?,-1,Unknown (-1),0,0,
8124,Glory of the Thundering Raider,-1,Unknown (-1),0,23,[1] Heroic: Jin'rokh the Breaker | [2] Heroic: Horridon | [3] Heroic: Council of Elders | [4] Heroic: Tortos | [5] Heroic: Megaera | [6] Heroic: Ji-Kun | [7] Heroic: Durumu the Forgotten | [8] Heroic: Primordius | [9] Heroic: Dark Animus | [10] Heroic: Iron Qon | [11] Heroic: Twin Consorts | [12] Lightning Overload | [13] Cretaceous Collector | [14] Cage Match | [15] One-Up | [16] Head Case | [17] Soft Hands | [18] You Said Crossing the Streams Was Bad | [19] Genetically Unmodified Organism | [20] Ritualist Who? | [21] Can't Touch This | [22] From Dusk 'til Dawn | [23] A Complete Circuit
8090,A Complete Circuit,-1,Unknown (-1),0,4,[1] Static Shock Conduit Disabled First | [2] Diffusion Chain Conduit Disabled First | [3] Overcharge Conduit Disabled First | [4] Bouncing Bolt Conduit Disabled First
8097,Soft Hands,-1,Unknown (-1),0,0,
8098,You Said Crossing the Streams Was Bad,-1,Unknown (-1),0,0,
8235,Collector: Kypari Sap Containers,-1,Unknown (-1),0,1,
8238,Cutting Edge: Lei Shen,-1,Unknown (-1),0,0,
8246,Ahead of the Curve: Grand Empress Shek'zeer,-1,Unknown (-1),0,0,
8294,The Secrets of Ragefire,-1,Unknown (-1),0,0,
8295,"The Few, the Proud, the Gob Squad",-1,Unknown (-1),0,1,[1] No member of the Gob Squad has been damaged.
8331,Deepwind Gorge Victory,-1,Unknown (-1),0,0,
8332,Deepwind Gorge Veteran,-1,Unknown (-1),0,0,
8333,Deepwind Gorge Perfection,-1,Unknown (-1),0,0,
8049,The Zandalari Prophecy,-1,Unknown (-1),0,4,[1] Coming of Age | [2] For Council and King | [3] Shadows of the Loa | [4] The Dark Prophet Zul
8050,Rumbles of Thunder,-1,Unknown (-1),0,4,[1] Lei Shen | [2] The Sacred Mount | [3] Unity at a Price | [4] The Pandaren Problem
8051,Gods and Monsters,-1,Unknown (-1),0,4,"[1] Agents of Order | [2] Shadow, Storm, and Stone | [3] The Curse and the Silence | [4] Age of a Hundred Kings"
8031,A Test of Valor,-1,Unknown (-1),0,0,
8248,Ahead of the Curve: Sha of Fear,-1,Unknown (-1),0,0,
8023,Wakener,-1,Unknown (-1),0,2,[1] Amber is the Color of My Energy | [2] Klaxxi
8030,A Test of Valor,-1,Unknown (-1),0,0,
8293,Raiding with Leashes II: Attunement Edition,-1,Unknown (-1),0,10,[1] Lil' Bad Wolf | [2] Menagerie Custodian | [3] Netherspace Abyssal | [4] Fiendish Imp | [5] Tideskipper | [6] Tainted Waveling | [7] Coilfang Stalker | [8] Pocket Reaver | [9] Lesser Voidcaller | [10] Phoenix Hawk Hatchling
8347,Keep those Bombs Away! (From Me),-1,Unknown (-1),0,0,
8137,Nalak Guild Run,-1,Unknown (-1),0,0,
8138,Oondasta Guild Run,-1,Unknown (-1),0,0,
8139,Heroic: Lei Shen Guild Run,-1,Unknown (-1),0,0,
8140,Throne of Thunder Guild Run,-1,Unknown (-1),0,12,[1] Jin'rokh the Breaker | [2] Horridon | [3] Council of Elders | [4] Tortos | [5] Megaera | [6] Ji-Kun | [7] Durumu the Forgotten | [8] Primordius | [9] Dark Animus | [10] Iron Qon | [11] Twin Consorts | [12] Lei Shen
8249,Ahead of the Curve: Lei Shen,-1,Unknown (-1),0,0,
8350,Mine! Mine! Mine!,-1,Unknown (-1),0,1,[1] Assault 50 mines in Deepwind Gorge
8351,Other People's Property,-1,Unknown (-1),0,1,[1] Take 50 mine carts in Deepwind Gorge
8354,Puddle Jumper,-1,Unknown (-1),0,0,
8355,Weighed Down,-1,Unknown (-1),0,0,
8123,Millions of Years of Evolution vs. My Fist,-1,Unknown (-1),0,0,
8092,I've Got 9999 Problems but a Bone-White Primal Raptor Ain't One,-1,Unknown (-1),0,0,
8052,Khan,-1,Unknown (-1),0,5,[1] Master of the Battle for Gilneas | [2] Master of Isle of Conquest | [3] Master of Twin Peaks | [4] Master of Silvershard Mines | [5] Master of Temple of Kotmogu
8055,Khan,-1,Unknown (-1),0,5,[1] Master of the Battle for Gilneas | [2] Master of Isle of Conquest | [3] Master of Twin Peaks | [4] Master of Silvershard Mines | [5] Master of Temple of Kotmogu
8302,Mount Parade,-1,Unknown (-1),0,1,[1] Obtain 200 mounts
8304,Mount Parade,-1,Unknown (-1),0,1,[1] Obtain 200 mounts
8213,Friends In Places Higher Yet,-1,Unknown (-1),0,0,
8784,Timeless Legends,-1,Unknown (-1),0,4,[1] Cloudstrike Family Helm | [2] Flameheart Shawl | [3] Riverspeaker's Trident | [4] Snowdrift Tiger Talons
8793,Murkalot,-1,Unknown (-1),0,0,
8714,Timeless Champion,-1,Unknown (-1),0,31,[1] Emerald Gander | [2] Ironfur Steelhorn | [3] Great Turtle Furyshell | [4] Gu'chi the Swarmbringer | [5] Zesqua | [6] Zhu-Gon the Sour | [7] Karkanos | [8] Chelon | [9] Spelurk | [10] Cranegnasher | [11] Rattleskew | [12] Spirit of Jadefire | [13] Leafmender | [14] Bufo | [15] Garnia | [16] Tsavo'ka | [17] Monstrous Spineclaw | [18] Imperial Python | [19] Stinkbraid | [20] Rock Moss | [21] Watcher Osu | [22] Jakur of Ordon | [23] Champion of the Black Flame | [24] Cinderfall | [25] Urdur the Cauterizer | [26] Flintlord Gairan | [27] Huolon | [28] Golganarr | [29] Evermaw | [30] Dread Ship Vazuvius | [31] Archiereus of Flame
8715,Emperor Shaohao,-1,Unknown (-1),0,0,
8716,Emissary of Ordos,-1,Unknown (-1),0,0,
8717,Candlekeeper,-1,Unknown (-1),0,1,[1] Bloody Coins
8718,Oathguard,-1,Unknown (-1),0,1,[1] Bloody Coins
8719,Blazebinder,-1,Unknown (-1),0,1,[1] Bloody Coins
8720,Kilnmaster,-1,Unknown (-1),0,1,[1] Bloody Coins
8721,Fire-Watcher,-1,Unknown (-1),0,1,[1] Bloody Coins
8722,Timeless Nutriment,-1,Unknown (-1),0,7,[1] Ripe Crispfruit | [2] Sand-Covered Egg | [3] Charged Crystal | [4] Huge Yak Roast | [5] Roasted Seed | [6] Fire Poppy | [7] Southsea Firebrew
8723,Legend of the Past,-1,Unknown (-1),0,4,[1] Cloudstrike Family Helm | [2] Flameheart Shawl | [3] Riverspeaker's Trident | [4] Snowdrift Tiger Talons
8724,Pilgrimage,-1,Unknown (-1),0,4,[1] Niuzao's Blessing Obtained | [2] Yu'lon's Blessing Obtained | [3] Chi-Ji's Blessing Obtained | [4] Xuen's Blessing Obtained
8725,Eyes On The Ground,-1,Unknown (-1),0,7,[1] Giant Clam | [2] Glinting Sand | [3] Crane Nest | [4] Eerie Crystal | [5] Ordon Supplies | [6] Firestorm Egg | [7] Fiery Altar of Ordos
8726,Extreme Treasure Hunter,-1,Unknown (-1),0,3,[1] Gleaming Treasure Chest | [2] Rope-Bound Treasure Chest | [3] Mist-Covered Treasure Chest
8727,"Where There's Pirates, There's Booty",-1,Unknown (-1),0,3,[1] Sunken Treasure | [2] Blackguard's Jetsam | [3] Gleaming Treasure Satchel
8728,Going To Need A Bigger Bag,-1,Unknown (-1),0,56,[1] Cursed Swabby Helmet | [2] Warped Warning Sign | [3] Giant Purse of Timeless Coins | [4] Crystal of Insanity | [5] Battle Horn | [6] Forager's Gloves | [7] Big Bag of Herbs | [8] Overgrown Lilypad | [9] Hardened Shell | [10] Bubbling Pi'jiu Brew | [11] Thick Pi'jiu Brew | [12] Misty Pi'jiu Brew | [13] Warning Sign | [14] Ash-Covered Horn | [15] Cauterizing Core | [16] Captain Zvezdan's Lost Leg | [17] Cursed Talisman | [18] Golden Moss | [19] Strange Glowing Mushroom | [20] Eternal Kiln | [21] Jadefire Spirit | [22] Sunset Stone | [23] Ashen Stone | [24] Blizzard Stone | [25] Rain Stone | [26] Blackflame Daggers | [27] Falling Flame | [28] Ordon Death Chime | [29] Blazing Sigil of Ordos | [30] Ordon Ceremonial Robes | [31] Rime of the Time-Lost Mariner | [32] Scuttler's Shell | [33] Partially-Digested Meal | [34] Swarmling of Gu'chi | [35] Sticky Silkworm Goo | [36] Faintly-Glowing Herb | [37] Condensed Jademist | [38] Windfeather Plume | [39] Quivering Firestorm Egg | [40] Reins of the Thundering Onyx Cloud Serpent | [41] Pristine Stalker Hide | [42] Glinting Pile of Stone | [43] Odd Polished Stone | [44] Glowing Blue Ash | [45] Glowing Green Ash | [46] Bonkers | [47] Gulp Froglet | [48] Spineclaw Crab | [49] Skunky Alemental | [50] Ominous Flame | [51] Jademist Dancer | [52] Death Adder Hatchling | [53] Dandelion Frolicker | [54] Ruby Droplet | [55] Azure Crane Chick | [56] Ashleaf Spriteling
8820,WoW's 10th Anniversary,-1,Unknown (-1),0,0,
8789,Celestial Challenge Guild Run,-1,Unknown (-1),0,4,[1] Chi-Ji | [2] Niuzao | [3] Xuen | [4] Yu'lon
8790,Ordos Guild Run,-1,Unknown (-1),0,0,
8519,Celestial Family,-1,Unknown (-1),0,4,"[1] Xu-Fu, Cub of Xuen | [2] Chi-Chi, Hatchling of Chi-Ji | [3] Yu'la, Broodling of Yu'lon | [4] Zao, Calfling of Niuzao"
8705,Grievous Gladiator's Cloud Serpent,-1,Unknown (-1),0,0,
8707,Prideful Gladiator's Cloud Serpent,-1,Unknown (-1),0,0,
8671,You'll Get Caught Up In The... Frostfire!,-1,Unknown (-1),0,6,[1] Foothold in a Savage Land | [2] Siege of Bladespire Citadel | [3] Defense of Wor'gol | [4] Ga'nar's Vengeance | [5] Thunder's Fall | [6] The Battle of Thunder Pass
8536,No More Tears,-1,Unknown (-1),0,0,
8537,Strike!,-1,Unknown (-1),0,1,[1] Kill 18 Kor'kron Warbringers with a single Iron Star.
8641,Prideful Combatant,-1,Unknown (-1),0,2,[1] Win 100 Arena (3v3) matches in Season 15 | [2] Win 40 Rated Battleground Matches in Season 15
8510,Siege of Orgrimmar Guild Run,-1,Unknown (-1),0,14,[1] Immerseus | [2] Fallen Protectors | [3] Norushen | [4] Sha of Pride | [5] Galakras | [6] Iron Juggernaut | [7] Kor'kron Dark Shaman | [8] General Nazgrim | [9] Malkorok | [10] Spoils of Pandaria | [11] Thok the Bloodthirsty | [12] Siegecrafter Blackfuse | [13] Paragons of the Klaxxi | [14] Garrosh Hellscream
8511,Heroic: Garrosh Hellscream Guild Run,-1,Unknown (-1),0,0,
8512,Realm First! Garrosh Hellscream (10 player),-1,Unknown (-1),0,0,
8513,Realm First! Garrosh Hellscream (25 player),-1,Unknown (-1),0,0,
8642,Prideful Combatant,-1,Unknown (-1),0,2,[1] Win 100 Arena (3v3) matches in Season 15 | [2] Win 40 Rated Battleground Matches in Season 15
8643,Grievous Gladiator: Season 14,-1,Unknown (-1),0,0,
8708,Shroud of the Celestials - Guild Edition,-1,Unknown (-1),0,6,"[1] Qian-Le, Courage of Niuzao | [2] Xing-Ho, Breath of Yu'lon | [3] Jina-Kang, Kindness of Chi-Ji | [4] Fen-Yu, Fury of Xuen | [5] Gong-Lu, Strength of Xuen | [6] Qian-Ying, Fortitude of Niuzao"
8520,Fire in the Hole!,-1,Unknown (-1),0,1,[1] Sufficient Superheated Mines Stomped
11653,Paragon of the Broken Isles,-1,Unknown (-1),0,0,
11674,"Great Soul, Great Purpose",-1,Unknown (-1),0,0,
11675,Sky Walker,-1,Unknown (-1),0,1,[1] Capture every Titanic Anomaly and defeat the Maiden of Vigilance
9016,Breaker of the Black Harvest,-1,Unknown (-1),0,0,
16614,Bloodstained Bounty,-1,Unknown (-1),0,1,[1] Collect 750 Bloody Tokens
9018,What's Your Sign?,-1,Unknown (-1),0,0,
9024,This Is Why We Can't Have Nice Things,-1,Unknown (-1),0,0,
9025,Icky Ichors,-1,Unknown (-1),0,0,
8530,The Immortal Vanguard,-1,Unknown (-1),0,0,
8679,Conqueror of Orgrimmar,-1,Unknown (-1),0,0,
8680,Liberator of Orgrimmar,-1,Unknown (-1),0,0,
8743,Zarhym Altogether,-1,Unknown (-1),0,0,
8484,Grievous Combatant,-1,Unknown (-1),0,2,[1] Win 100 Arena (3v3) matches in Season 14 | [2] Win 40 Rated Battleground Matches in Season 14
8485,Grievous Combatant,-1,Unknown (-1),0,2,[1] Win 100 Arena (3v3) matches in Season 14 | [2] Win 40 Rated Battleground Matches in Season 14
8454,Glory of the Orgrimmar Raider,-1,Unknown (-1),0,14,[1] No More Tears | [2] Go Long | [3] None Shall Pass | [4] Swallow Your Pride | [5] The Immortal Vanguard | [6] Fire in the Hole! | [7] Rescue Raiders | [8] Gamon Will Save Us! | [9] Unlimited Potential | [10] Criss Cross | [11] Mega Snail Vs. Giant Dinosaur | [12] Lasers and Drills and Magnets! Oh My! | [13] Now We Are the Paragon | [14] Strike!
8458,Vale of Eternal Sorrows,-1,Unknown (-1),0,4,[1] Immerseus | [2] Fallen Protectors | [3] Norushen | [4] Sha of Pride
8459,Gates of Retribution,-1,Unknown (-1),0,4,[1] Galakras | [2] Iron Juggernaut | [3] Kor'kron Dark Shaman | [4] General Nazgrim
8461,The Underhold,-1,Unknown (-1),0,3,[1] Malkorok | [2] Spoils of Pandaria | [3] Thok the Bloodthirsty
8462,Downfall,-1,Unknown (-1),0,3,[1] Siegecrafter Blackfuse | [2] Paragons of the Klaxxi | [3] Garrosh Hellscream
8791,Tyrannical Gladiator,-1,Unknown (-1),0,0,
8528,Go Long,-1,Unknown (-1),0,0,
8529,Criss Cross,-1,Unknown (-1),0,0,
8463,Mythic: Immerseus,-1,Unknown (-1),0,0,
8465,Mythic: Fallen Protectors,-1,Unknown (-1),0,0,
8466,Mythic: Norushen,-1,Unknown (-1),0,0,
8467,Mythic: Sha of Pride,-1,Unknown (-1),0,0,
8468,Mythic: Galakras,-1,Unknown (-1),0,0,
8812,You're Really Doing It Wrong (Level 90),-1,Unknown (-1),0,0,
8469,Mythic: Iron Juggernaut,-1,Unknown (-1),0,0,
8470,Mythic: Kor'kron Dark Shaman,-1,Unknown (-1),0,0,
8471,Mythic: General Nazgrim,-1,Unknown (-1),0,0,
8472,Mythic: Malkorok,-1,Unknown (-1),0,0,
8478,Mythic: Spoils of Pandaria,-1,Unknown (-1),0,0,
8712,Killing Time,-1,Unknown (-1),0,32,[1] Spotted Swarmer | [2] Windfeather Chick | [3] Great Turtle Hatchling | [4] Ironfur Herdling | [5] Windfeather Nestkeeper | [6] Ironfur Grazer | [7] Spectral Brewmaster | [8] Spectral Mistweaver | [9] Spectral Windwalker | [10] Crag Stalker | [11] Ashleaf Sprite | [12] Ordon Candlekeeper | [13] Foreboding Flame | [14] Jademist Dancer | [15] Brilliant Windfeather | [16] Great Turtle | [17] Ironfur Great Bull | [18] Damp Shambler | [19] Primal Stalker | [20] Ancient Spineclaw | [21] Gulp Frog | [22] Death Adder | [23] Ordon Fire-Watcher | [24] Ordon Oathguard | [25] Burning Berserker | [26] Molten Guardian | [27] Crimsonscale Firestorm | [28] Elder Great Turtle | [29] Eroded Cliffdweller | [30] Blazebound Chanter | [31] Eternal Kilnmaster | [32] High Priest of Ordos
8479,Mythic: Thok the Bloodthirsty,-1,Unknown (-1),0,0,
8480,Mythic: Siegecrafter Blackfuse,-1,Unknown (-1),0,0,
8481,Mythic: Paragons of the Klaxxi,-1,Unknown (-1),0,0,
8482,Mythic: Garrosh Hellscream,-1,Unknown (-1),0,0,
8527,Giant Dinosaur vs. Mega Snail,-1,Unknown (-1),0,0,
11163,Glory of the Legion Hero,-1,Unknown (-1),0,25,"[1] But You Say He's Just a Friend | [2] Stay Salty | [3] Ready for Raiding V | [4] Egg-cellent! | [5] Burning Down the House | [6] Got to Ketchum All | [7] Can't Eat Just One | [8] Stag Party | [9] I Got What You Mead | [10] Surge Protector | [11] I Made a Food! | [12] You're Just Making It WORSE! | [13] Who's Afraid of the Dark? | [14] A Specter, Illuminated | [15] You Used to Scrawl Me In Your Fel Tome | [16] Black Rook Moan | [17] Adds? More Like Bads | [18] Instant Karma | [19] Helheim Hath No Fury | [20] Poor Unfortunate Souls | [21] No Time to Waste | [22] Clean House | [23] Arcanic Cling | [24] Waiting for Gerdo | [25] Dropping Some Eaves"
11164,Legion Dungeon Hero,-1,Unknown (-1),0,8,[1] Heroic: Eye of Azshara | [2] Heroic: Darkheart Thicket | [3] Heroic: Halls of Valor | [4] Heroic: Neltharion's Lair | [5] Heroic: Assault on Violet Hold | [6] Heroic: Vault of the Wardens | [7] Heroic: Black Rook Hold | [8] Heroic: Maw of Souls
11129,1000 World Quests Completed,-1,Unknown (-1),0,1,
11176,Remember to Share,-1,Unknown (-1),0,1,[1] Collect 300 Toys
11177,70 Exalted Reputations,-1,Unknown (-1),0,0,
11180,Glory of the Legion Raider,-1,Unknown (-1),0,16,[1] Buggy Fight | [2] Webbing Crashers | [3] Scare Bear | [4] Took the Red Eye Down | [5] Imagined Dragons World Tour | [6] Use the Force(s) | [7] I Attack the Darkness | [8] Cage Rematch | [9] Grand Opening | [10] Gluten Free | [11] A Change In Scenery | [12] Elementalry! | [13] Not For You | [14] Burning Bridges | [15] Infinitesimal | [16] I've Got My Eyes On You
11186,Tehd & Marius' Excellent Adventure,-1,Unknown (-1),0,4,[1] Azsuna | [2] Highmountain | [3] Val'sharah | [4] Stormheim
11213,Lead a Legion,-1,Unknown (-1),0,1,[1] Recruit 100 troops.
11214,Many Missions,-1,Unknown (-1),0,1,[1] Complete 10 Class Hall Missions.
11215,Quite a Few Missions,-1,Unknown (-1),0,1,[1] Complete 50 Class Hall Missions.
11216,So Many Missions,-1,Unknown (-1),0,1,[1] Complete 100 Class Hall Missions.
11217,"Many Many Missions, Handle It!",-1,Unknown (-1),0,1,[1] Complete 500 Class Hall Missions.
11212,Raise an Army,-1,Unknown (-1),0,1,[1] Recruit 20 troops.
11218,There's a Boss In There,-1,Unknown (-1),0,1,[1] Complete a Class Order Hall mission which rewards a Dungeon Quest.
11219,Need Backup,-1,Unknown (-1),0,1,[1] Complete a Class Order Hall mission which rewards a Raid Quest.
11220,Roster of Champions,-1,Unknown (-1),0,1,[1] Collect 8 Class Order Hall Champions.
11221,Champions Rise,-1,Unknown (-1),0,0,
11222,Champions of Power,-1,Unknown (-1),0,0,
11223,Legendary Research,-1,Unknown (-1),0,0,
11224,Realm First! Legion Keystone Master,-1,Unknown (-1),0,0,
11225,Keystone Initiate Guild Run,-1,Unknown (-1),0,0,
11226,Keystone Challenger Guild Run,-1,Unknown (-1),0,0,
11227,Keystone Conqueror Guild Run,-1,Unknown (-1),0,0,
11228,Mythic Keystone Challenges,-1,Unknown (-1),0,1,
11064,Collector's Edition: Baby Winston,-1,Unknown (-1),0,0,
8644,Gladiator: Season 14,-1,Unknown (-1),0,0,
8645,Duelist: Season 14,-1,Unknown (-1),0,0,
8646,Rival: Season 14,-1,Unknown (-1),0,0,
10991,First Step into a Larger World,-1,Unknown (-1),0,1,[1] Reach Prestige Level 1
10992,Here We Go Again,-1,Unknown (-1),0,1,[1] Reach Prestige Level 2
10993,Third Time's the Charm,-1,Unknown (-1),0,1,[1] Reach Prestige Level 3.
10995,For Prestige,-1,Unknown (-1),0,1,[1] Reach Prestige Level 4.
10996,Got to Ketchum All,-1,Unknown (-1),0,7,[1] Sparky's imprint collected | [2] Turbax's imprint collected | [3] Whipsnap's imprint collected | [4] Blaze's imprint collected | [5] Slinky's imprint collected | [6] Sticky's imprint collected | [7] Scaly's Imprint Collected
